"";"Localidad";"Ind_localidad";"DAP_cm";"Altura_m";"WD";"X";"Y";"Parcela"
"31064";"Ventanas";"13_795";10,85;12,06;0,5392;67,8217;92,8473;"Ventanas_4_5"
"31070";"Ventanas";"13_801";11,46;NA;0,676428571;73,7957;95,0605;"Ventanas_4_5"
"31075";"Ventanas";"13_807";12,96;NA;0,590804235;79,2219;99,664;"Ventanas_4_5"
"31080";"Ventanas";"13_812";10,5;NA;0,394552976;76,1423;93,0111;"Ventanas_4_5"
"31086";"Ventanas";"13_820";18,08;NA;0,394552976;78,5841;81,4127;"Ventanas_4_5"
"31091";"Ventanas";"13_825";11,68;10,98;0,47;85,6839;8,4661;"Ventanas_5_1"
"31096";"Ventanas";"13_831";25,85;NA;0,493083333;83,0665;17,3903;"Ventanas_5_1"
"31102";"Ventanas";"13_837";10,95;NA;0,493083333;92,0035;13,3275;"Ventanas_5_1"
"31107";"Ventanas";"13_842";19,61;NA;0,69;95,9771;17,0691;"Ventanas_5_1"
"31112";"Ventanas";"13_847";13,34;11,88;0,577092593;95,2087;4,7395;"Ventanas_5_1"
"31117";"Ventanas";"13_852";17,99;NA;0,69;83,6873;22,1829;"Ventanas_5_2"
"31123";"Ventanas";"13_858";18,59;NA;0,590804235;88,4479;25,0309;"Ventanas_5_2"
"31129";"Ventanas";"13_864";16,71;NA;0,408433333;88,2949;37,3763;"Ventanas_5_2"
"31134";"Ventanas";"13_869";16,35;NA;0,577092593;94,2015;34,6673;"Ventanas_5_2"
"31140";"Ventanas";"13_875";19,93;NA;0,69;98,2517;29,1603;"Ventanas_5_2"
"31146";"Ventanas";"13_881";12,64;NA;0,590804235;82,0729;43,4779;"Ventanas_5_3"
"31151";"Ventanas";"13_886";10,12;NA;0,539081638;81,2467;57,0981;"Ventanas_5_3"
"31158";"Ventanas";"13_893";18,78;NA;0,629222222;85,4729;59,5647;"Ventanas_5_3"
"31163";"Ventanas";"13_898";20,75;NA;0,590804235;90,7113;53,9665;"Ventanas_5_3"
"31168";"Ventanas";"13_903";26,55;NA;0,590804235;98,8357;52,4681;"Ventanas_5_3"
"31173";"Ventanas";"13_908";13,43;NA;0,577092593;98,1641;40,3629;"Ventanas_5_3"
"31178";"Ventanas";"13_913";15,09;NA;0,514030303;95,5877;41,3137;"Ventanas_5_3"
"31183";"Ventanas";"13_920";13,75;9,39;0,514030303;82,1711;69,1017;"Ventanas_5_4"
"31189";"Ventanas";"13_926";14,04;NA;0,590804235;87,6581;65,6861;"Ventanas_5_4"
"31195";"Ventanas";"13_932";13,24;11,4;0,722760274;88,2939;74,7223;"Ventanas_5_4"
"31201";"Ventanas";"13_938";13,4;11,93;0,5185;86,6963;72,2085;"Ventanas_5_4"
"31206";"Ventanas";"13_943";11,62;NA;0,577092593;94,3007;77,9417;"Ventanas_5_4"
"31211";"Ventanas";"13_948";13,18;12,97;0,69;98,5903;71,1643;"Ventanas_5_4"
"31216";"Ventanas";"13_953";25;NA;0,533541667;92,1709;69,7435;"Ventanas_5_4"
"31222";"Ventanas";"13_959";10;9,18;0,8155;83,6261;81,4515;"Ventanas_5_5"
"31227";"Ventanas";"13_964";23,08;NA;0,5185;84,9757;88,6187;"Ventanas_5_5"
"31232";"Ventanas";"13_969";17,35;NA;0,408433333;84,1615;93,8703;"Ventanas_5_5"
"31237";"Ventanas";"13_974";25,5;NA;0,31125;89,1509;90,8943;"Ventanas_5_5"
"31242";"Ventanas";"13_979";11,75;NA;0,5627;91,8221;97,1485;"Ventanas_5_5"
"31247";"Ventanas";"13_984";12,19;NA;0,590804235;95,4275;97,2475;"Ventanas_5_5"
"31252";"Ventanas";"13_989";27,38;NA;0,5185;91,4785;85,1585;"Ventanas_5_5"
"31257";"Ventanas";"13_994";16,62;NA;0,647;97,0603;89,7721;"Ventanas_5_5"
"33255";"Ventanas";"13_133A";24,77;17,01;0,510402667;6,9113;70,1081;"Ventanas_1_4"
"33404";"Ventanas";"13_322A";15,44;NA;0,71;23,5335;62,7487;"Ventanas_2_4"
"33409";"Ventanas";"13_459A";20,47;NA;0,4;49,4999;35,1769;"Ventanas_3_2"
"33415";"Ventanas";"13_742A";12,67;NA;0,590804235;64,1439;74,8111;"Ventanas_4_4"
"33420";"Ventanas";"13_929A";12,92;NA;0,590804235;89,8409;61,0663;"Ventanas_5_4"
